name,content
"Семейно право","развод"
"Семейно право","Разпоредбите относно последиците на развода за личните и имуществените отношения между съпрузите, както и за отношенията между тях и децата се прилагат съответно и при унищожаване на брака. Недобросъвестността при унищожаване на брака има значението на вината при развода."
"Семейно право","Всеки от съпрузите може да иска развод, когато бракът е дълбоко и непоправимо разстроен."
"Семейно право","При сериозно и непоколебимо взаимно съгласие на съпрузите за развод съдът допуска развода, без да издирва мотивите им за прекратяване на брака."
"Семейно право","Развод по взаимно съгласие"
"Семейно право","При развод по взаимно съгласие съпрузите представят споразумение относно местоживеенето на децата, упражняването на родителските права, личните отношения и издръжката на децата, както и относно ползването на семейното жилище, издръжката между съпрузите и фамилното име. Те могат да се споразумеят и по други последици на развода."
"Семейно право","След развода съпругът може да възстанови фамилното си име преди този брак."
"Семейно право","След развода бившите съпрузи престават да бъдат законни наследници един на друг и губят изгодите, произтичащи от разпорежданията в случай на смърт, направени преди това."
"Семейно право","При допускане на развода, когато семейното жилище не може да се ползва поотделно от двамата съпрузи, съдът предоставя ползването му на единия от тях, ако той е поискал това и има жилищна нужда. Когато от брака има ненавършили пълнолетие деца, съдът служебно се произнася за ползването на семейното жилище."
"Семейно право","Когато от брака има ненавършили пълнолетие деца и семейното жилище е собственост на единия съпруг, съдът може да предостави ползването му на другия, на когото е предоставено упражняването на родителските права, докато ги упражнява."
"Семейно право","Когато от брака има ненавършили пълнолетие деца и семейното жилище е собственост на близки на единия съпруг, съдът може да предостави ползването му на другия, на когото е предоставено упражняването на родителските права, за срок до една година."
"Семейно право","Когато съпрузите са съсобственици или имат общо право на ползване върху семейното жилище, съдът предоставя ползването му на единия от тях, като взема предвид интересите на ненавършилите пълнолетие деца, вината, здравословното състояние и други обстоятелства."
"Семейно право","Предоставяне на семейното жилище след развода"
"Семейно право","Всяка от страните може да поиска съдът да определи размера на наема с решението за развод. Не се дължи наем за ползваната от ненавършилите пълнолетие деца жилищна площ. Определеният размер на наема може да бъде изменян при промяна на обстоятелствата."
"Семейно право","При развод съпрузите по общо съгласие решават въпросите относно отглеждането и възпитанието на ненавършилите пълнолетие деца от брака в техен интерес."
"Семейно право","съдът служебно постановява при кого от родителите да живеят децата, на кого от тях се предоставя упражняването на родителските права, определя мерките относно упражняването на тези права, както и режима на личните отношения между децата и родителите и издръжката на децата."
"Семейно право","Определянето на режима на личните отношения между родителите и децата включва определяне на период или на дни, в които родителят може да вижда и взема децата, включително през училищните ваканции, официалните празници и личните празници на детето, както и по друго време."
"Семейно право","При развод съпрузите по общо съгласие решават въпросите относно отглеждането и възпитанието на ненавършилите пълнолетие деца от брака в техен интерес."
"Семейно право","Съдът решава въпросите по родителските права, след като прецени всички обстоятелства с оглед интересите на децата като: възпитателските качества на родителите, полаганите до момента грижи и отношение към децата, желанието на родителите, привързаността на децата към родителите, пола и възрастта на децата, възможността за помощ от трети лица - близки на родителите, социалното обкръжение и материалните възможности."
"Семейно право","Размерът на издръжката трябва да осигури условията на живот на детето, които е имало преди развода, освен ако това би създало особени затруднения на дължащия издръжка родител."
"Семейно право","По изключение, ако интересите на децата налагат това, съдът може да постанови те да живеят при дядо и баба или в семейство на други роднини или близки, с тяхно съгласие. Ако това не е възможно, детето се настанява в приемно семейство или социална или интегрирана здравно-социална услуга за резидентна грижа, посочени от дирекция Социално подпомагане. Във всички случаи съдът определя подходящ режим на лични отношения между детето и родителите."
"Семейно право","осъществяване на личните отношения в присъствието на определено лице"
"Семейно право","осъществяване на личните отношения на определено място"
"Семейно право","поемане на разходите за пътуване на детето, а ако е необходимо - и на лицето, което го придружава."
"Семейно право","Произходът от майката се определя от раждането."
"Семейно право","Майка на детето е жената, която го е родила, включително при асистирана репродукция."
"Семейно право","произходът от майката, установен с акт за раждане, може да бъде оспорен с иск, предявен от детето, от жената, посочена в акта като майка, от нейния съпруг, от жената, която претендира, че е майка на детето, и от мъжа, който претендира, че детето е родено от неговата съпруга."
"Семейно право","Като страна по делото се призовават и съпругът на майката, съпругът на жената, която оспорва произхода, както и детето."
"Семейно право","Произходът от жената, родила детето при асистирана репродукция, не може да бъде оспорван на това основание."
"Семейно право","съпругът на майката се смята за баща на детето, родено по време на брака или преди изтичането на триста дни от неговото прекратяване."
"Семейно право","Ако детето е родено преди да са изтекли триста дни от прекратяването на брака, но след като майката е встъпила в нов брак, за баща на детето се смята съпругът на майката от новия брак."
"Семейно право","В случай на обявено отсъствие на съпруга предположенията по ал. 1 и 2 не се прилагат, ако детето е родено след изтичането на триста дни от датата на последното известие за съпруга, а при обявена смърт - от датата на предполагаемата смърт."
"Семейно право","Съпругът на майката може да оспори, че е баща на детето, като докаже, че то не е могло да бъде заченато от него. Този иск може да бъде предявен до изтичането на една година от узнаване на раждането. Ако обстоятелствата, опровергаващи бащинството, са узнати по-късно по независещи от ищеца причини, искът може да бъде предявен до изтичане на една година от узнаване на тези обстоятелства, но не по-късно от навършване на пълнолетие на детето. Съдът решава спора, като взема предвид интереса на детето."
"Семейно право","Майката може да оспори, че съпругът и е баща на детето, като докаже, че то не е могло да бъде заченато от него. Този иск може да бъде предявен до една година от раждането."
"Семейно право","ако оспорването на бащинството на втория съпруг бъде уважено, за баща на детето се смята първият съпруг. Първият съпруг и майката могат да предявят иск за оспорване на бащинството до една година от узнаването на решението, но не по-късно от три години от влизането му в сила."
"Семейно право","Детето може да оспори бащинството от навършването на четиринадесетгодишна възраст до една година от навършването на пълнолетие."
"Семейно право","Трето лице, което твърди, че е биологичен баща на детето, може да оспори бащинството до изтичане на една година от узнаването на раждането. Този иск задължително се съединява с иск за установяване на произход. Съдът решава спора, като взема предвид интереса на детето."
"Семейно право","Не се допуска оспорване на бащинството, когато детето е родено при условията на асистирана репродукция, ако съпругът на майката е дал информиран писмено съгласие за извършването и."
"Семейно право","Всеки родител може да припознае своето дете. Могат да бъдат припознати и заченати деца, както и починали деца, които са оставили низходящи."
"Семейно право","Припознаване може да извърши и родител, навършил шестнадесет години."
"Семейно право","Родителят или навършилото четиринадесет години дете може да оспори припознаването с писмено заявление до длъжностното лице по гражданското състояние в тримесечен срок от съобщението. Дирекция Социално подпомагане по настоящия адрес на детето може да оспори припознаването чрез възражение по същия ред, ако е в интерес на детето. Ако припознаването не бъде оспорено, то се вписва в акта за раждане."
"Семейно право","ако при припознаването детето е малолетно, то може да го оспори по съдебен ред до една година от навършването на пълнолетие или от узнаването на припознаването, ако узнаването е станало по-късно. Ако искът бъде уважен, припознаването се заличава със съответна бележка в акта за раждане."
"Семейно право","Припозналият може да иска унищожаване на припознаването поради грешка или измама в едногодишен срок от припознаването, поради заплашване - в едногодишен срок от прекратяване на заплашването, а при недееспособност - в едногодишен срок от придобиване на дееспособността."
"Семейно право","Произходът от майката може да се установи с иск, предявен от детето, от майката или от бащата. Като ответник се призовава и съпругът на майката, който би се смятал за баща на детето"
"Семейно право","Произходът от бащата може да се установи с иск, предявен от майката - в тригодишен срок от раждането на детето или от детето до три години от навършване на пълнолетието. Когато искът е предявен от детето, призовава се и майката."
"Семейно право","Наследниците нямат право да предявяват исковете, предвидени в тази глава, но те могат да продължат делото по предявения от наследодателя им иск."
"Семейно право","Когато бащата или майката са починали, искът за установяване или оспорване на произход се предявява срещу техните наследници."
"Семейно право","Родство по права и по съребрена линия"
"Семейно право","Родство по права линия е връзката между две лица, от които едното произхожда пряко или непряко от другото."
"Семейно право","Роднините на единия съпруг са роднини по сватовство както на другия съпруг, така и на неговите роднини."
"Семейно право","ОСИНОВЯВАНЕ"
"Семейно право","Осиновяван"
"Семейно право","Може да бъде осиновено само лице, което при подаване на молбата за осиновяване не е навършило осемнадесет години."
"Семейно право","близнаци се осиновяват заедно. По изключение те могат да бъдат осиновявани поотделно, ако в продължение на 6 месеца от вписването в регистъра по чл. 83 не са могли да бъдат осиновени заедно и ако интересите им налагат това."
"Семейно право","Братя и сестри се осиновяват заедно, ако имат емоционална връзка помежду си."
"Семейно право","Осиновяващ"
"Семейно право","Може да осиновява дееспособно лице, което не е лишено от родителски права."
"Семейно право","Осиновяващият трябва да е най-малко с петнадесет години по-възрастен от осиновявания. Разлика във възрастта не се изисква, когато съпруг осиновява рожденото дете на своя съпруг. Когато осиновяването се извършва едновременно или последователно от двама съпрузи и за единия от тях разликата във възрастта е налице, не се изисква такава разлика за другия съпруг."
"Семейно право","Осиновяване без съгласие на родителя се допуска, когато той трайно не полага грижи за детето и не дава издръжка или го отглежда и възпитава по вреден за развитието му начин."
"Семейно право","Осиновяване без съгласие на родителя се допуска и когато детето е настанено в социална или интегрирана здравно-социална услуга за резидентна грижа и родителят в срок до 6 месеца от датата на настаняването по административен ред съгласно Закона за закрила на детето без основателна причина не е поискал прекратяване на настаняването или промяна на мярката и връщане на детето или настаняването му в семейство на роднини или близки по реда на Закона за закрила на детето. Искането може да бъде направено и в производството за настаняване по съдебен ред, образувано съгласно Закона за закрила на детето."
"Семейно право","Молбата за пълно осиновяване се подава от осиновяващия чрез регионалната дирекция за социално подпомагане, чийто Съвет по осиновяване е определил осиновяващия, до окръжния съд по местонахождението на регионалната дирекция."
"Семейно право","При пълно осиновяване между осиновения и неговите низходящи, от една страна, и осиновителя и неговите роднини - от друга, възникват права и задължения като между роднини по произход, а правата и задълженията между осиновения и неговите низходящи с роднините им по произход се прекратяват."
"Семейно право","При непълно осиновяване възникват права и задължения като между роднини по произход само между осиновения и неговите низходящи, от една страна, и осиновителя - от друга, а правата и задълженията между осиновения и неговите низходящи с роднините им по произход се запазват. Родителските права и задължения преминават върху осиновителя."
"Семейно право","При осиновяване на дете от съпруг на родител правата и задълженията между този родител и неговите роднини, от една страна, и осиновения и неговите низходящи, от друга, се запазват."
"Семейно право","При пълно осиновяване съдът може да прекрати осиновяването по искане на осиновения, на неговите родители, на настойника, на попечителя или на дирекция Социално подпомагане, когато единственият или и двамата осиновители са починали, осиновеният не е навършил пълнолетие и това се налага от неговите интереси."
"Семейно право","При непълно осиновяване, ако осиновителят почине, както и ако осиновеният почине, без да остави низходящи, осиновяването се прекратява, но преживелият наследява починалия."
"Семейно право","Носител на родителски права и задължения по отношение на ненавършилите пълнолетие деца е всеки родител."
"Семейно право","ОТНОШЕНИЯ МЕЖДУ РОДИТЕЛИ И ДЕЦА"
"Семейно право","Родителски права и задължения"
"Семейно право","Родителите имат равни права и задължения, независимо дали са в брак."
"Семейно право","Съпругът на родителя е длъжен да съдейства на родителя при изпълнение на неговите задължения."
"Семейно право","Упражняване на родителските права и задължения"
"Семейно право","Родителските права и задължения се упражняват в интерес на детето от двамата родители заедно и поотделно. Когато родителят е действал сам, той е длъжен да уведоми другия родител."
"Семейно право","Упражняването на родителските права и задължения се извършва по общо съгласие на родителите. При разногласие те могат да се обърнат към медиатор или да предявят иск пред районния съд по настоящия адрес на детето, който решава спора след изслушване на родителите, а при необходимост - и на детето"
"Семейно право","Детето има право да бъде отглеждано и възпитавано по начин, който да осигурява неговото нормално физическо, умствено, нравствено и социално развитие."
"Семейно право","Детето има право на лични отношения с родителите си"
"Семейно право","При разногласие между родител и дете то може лично да се обърне към дирекция Социално подпомагане за съдействие. Ако детето е навършило четиринадесет години и разногласието е по съществени въпроси, то може да се обърне чрез дирекцията за решаване на спора пред районния съд по настоящия му адрес."
"Семейно право","Децата са длъжни да уважават своите родители, баба и дядо и да им помагат. Същото задължение имат децата към другите членове на семейството, както и към съпруга на родителя си."
"Семейно право","Пълнолетните деца са длъжни да се грижат за своите възрастни или болни родители."
"Семейно право","Родителят има право и задължение да се грижи за физическото, умственото, нравственото и социалното развитие на детето, за неговото образование и за неговите лични и имуществени интереси."
"Семейно право","Родителят отглежда детето, формира възгледите му и осигурява образованието му съобразно възможностите си и в съответствие с нуждите и наклонностите на детето и с цел израстването му като самостоятелна и отговорна личност. Родителят няма право да използва насилие, както и методи на възпитание, които уронват достойнството на детето."
"Семейно право","Родителят осигурява постоянен надзор по отношение на малолетното си дете и подходящ контрол на поведението на непълнолетното дете."
"Семейно право","Съвместно живеене"
"Семейно право","Родителите и ненавършилите пълнолетие деца живеят заедно, освен ако важни причини налагат да живеят отделно."
"Семейно право","Когато детето се отклони или бъде отклонено от местоживеенето си, районният съд по настоящия адрес на родителя по негово искане постановява връщане на детето, след като го изслуша."
"Семейно право","Спор относно родителските права"
"Семейно право","Когато родителите не живеят заедно, те могат да постигнат съгласие относно местоживеенето на детето, упражняването на родителските права, личните отношения с него и издръжката му."
"Семейно право","Спор при разногласие между родители за пътуване на дете в чужбина"
"Семейно право","Въпросите, свързани с пътуване на дете в чужбина и издаването на необходимите лични документи за това, се решават по общо съгласие на родителите."
"Семейно право","Когато родителите не постигнат съгласие по спор за пътуване на дете в чужбина, спорът между тях се решава от районния съд по настоящия адрес на детето."
"Семейно право","Дядото и бабата могат да поискат права над детето и съдът да определи мерки за лични отношения с него, ако това е в интерес на детето. Това право има и детето."
"Семейно право","Ако родителят, на когото съдът е определил режим на лични отношения с детето, временно не е в състояние да го упражнява поради отсъствие или заболяване, този режим може да се осъществява от бабата и дядото на детето."
"Семейно право","Всеки от родителите може сам да представлява малолетното си дете и да дава съгласие за правните действия на непълнолетното си дете в негов интерес."
"Семейно право","Родителите управляват имуществото на детето в негов интерес и с грижата на добър стопанин."
"Семейно право","Доходите от имуществото на детето, които не са необходими за негови нужди, могат да се използват за задоволяване на потребности на семейството."
"Семейно право","Ограничаване на родителските права"
"Семейно право","Когато поведението на родителя представлява опасност за личността, здравето, възпитанието или имуществото на детето, районният съд взема съответни мерки в интерес на детето, като ограничава родителските права - отнема или поставя условия за упражняването на някои от тях, и може да възложи осъществяването им на друго лице. При нужда може да бъде променено местоживеенето на детето или то да бъде настанено извън семейството."
"Семейно право","Лишаване от родителски права"
"Семейно право","При лишаване от родителски права на единия родител, когато няма друг родител или упражняването на родителските права от него не е в интерес на детето, съдът предприема мерки за закрила и го настанява извън семейството."
"Семейно право","Лишаване от родителски права когато без основателна причина трайно не полага грижи за детето и не му дава издръжка."
"Семейно право","При ограничаване на родителски права чрез настаняване на детето извън семейството, както и при лишаване от родителски права, съдът определя издръжка на детето"
"Семейно право","възстановяване на родителските права"
"Семейно право","Право на издръжка има лице, което е неработоспособно и не може да се издържа от имуществото си."
"Семейно право","Размерът на издръжката се определя според нуждите на лицето, което има право на издръжка, и възможностите на лицето, което я дължи."
"Семейно право","Минималната издръжка на едно дете е равна на една четвърт от размера на минималната работна заплата."
"Семейно право","Издръжка на ненавършилите пълнолетие деца от родители"
"Семейно право","Всеки родител е длъжен съобразно своите възможности и материално състояние да осигурява условия на живот, необходими за развитието на детето."
"Семейно право","Родителите дължат издръжка на своите ненавършили пълнолетие деца независимо дали са работоспособни и дали могат да се издържат от имуществото си."
"Семейно право","Родителите дължат издръжка и когато детето е настанено извън семейството."
"Семейно право","Родителите дължат издръжка на пълнолетните си деца, ако учат редовно в средни и висши учебни заведения, за предвидения срок на обучение, до навършване на двадесетгодишна възраст при обучение в средно и на двадесет и пет годишна възраст при обучение във висше учебно заведение, и не могат да се издържат от доходите си или от използване на имуществото си и родителите могат да я дават без особени затруднения."
"Семейно право","Невиновният за развода съпруг има право на издръжка."
"Семейно право","Издръжката се дължи най-много до три години от прекратяването на брака, ако страните не са уговорили по-дълъг срок. Съдът може да продължи срока, ако получаващият издръжката е в особено тежко състояние, а задълженият може да я дава без особени затруднения."
"Семейно право","Правото на издръжка на бившия съпруг се прекратява, когато той встъпи в брак."
"Семейно право","Лишеният от родителски права не се освобождава от задължението да издържа детето си. Лишеният от родителски права поради виновно поведение не може да иска издръжка от детето си, по отношение на което е постановено лишаването."
"Семейно право","Изплащане на присъдена издръжка от държавата"
"Семейно право","държавата изплаща присъдената на ненавършил пълнолетие български гражданин издръжка за сметка на неизправния длъжник в размер, определен в съдебното решение"
"Семейно право","НАСТОЙНИЧЕСТВО И ПОПЕЧИТЕЛСТВО"
"Семейно право","Настойничество се учредява над малолетни, чиито родители са неизвестни, починали, поставени под пълно запрещение или лишени от родителски права. Настойничество се учредява и над лица, поставени под пълно запрещение."
"Семейно право","Попечителство се учредява над непълнолетни, чиито родители са неизвестни, починали, поставени под пълно запрещение или лишени от родителски права. Попечителство се учредява и над лица, поставени под ограничено запрещение."
"Семейно право","Лице, на което стане известно, че е необходимо учредяване на настойничество или на попечителство, е длъжно незабавно да уведоми органа по настойничество и по попечителство, а когато се отнася до дете - и дирекция Социално подпомагане"
"Семейно право","До назначаването на настойник или попечител органът по настойничеството и по попечителството взема охранителни мерки за личността и имуществото на лицето, което трябва да бъде поставено под настойничество или попечителство. Органът по настойничеството и по попечителството лично или чрез определено от него лице извършва опис на имуществото. При нужда той може да възложи на определено лице да изпълнява временно настойнически или попечителски функции."
"Семейно право","Органът по настойничеството и по попечителството съдейства на настойника и на попечителя при изпълнение на техните задължения. Когато поставеният под настойничество или попечителство е дете, такова съдействие оказва и дирекция Социално подпомагане"
"Семейно право","Настойникът на поставения под запрещение е длъжен да се грижи за него, да управлява имуществото му и да го представлява пред трети лица."
"Семейно право","Съветниците подпомагат настойника и заместник-настойника при изпълнение на техните задължения и уведомяват органа по настойничеството и по попечителството за неблагополучия при отглеждането и възпитанието на малолетния, както и при опазване на правата и интересите на поставения под настойничество. Те изслушват отчета на настойника и участват при приемането му от органа по настойничеството и по попечителството. Съветниците могат да предлагат освобождаване на настойника и дават мнение в предвидените от закона случаи."
"Семейно право","Заместник-настойникът замества настойника, когато е възпрепятстван да изпълнява задълженията си или когато възникне противоречие между неговите интереси и интересите на поставения под настойничество. В тези случаи органът по настойничеството и по попечителството може да назначи особен представител."
"Семейно право","Преминаване от настойничество към попечителство"
"Семейно право","С навършване на четиринадесетгодишна възраст настойничеството се прекратява и органът по настойничеството и по попечителството назначава попечител и заместник-попечител. До назначаването им дейността се изпълнява от настойника."
"Семейно право","При преминаване от пълно към ограничено запрещение до назначаването на попечител дейността се изпълнява от настойника."
"Семейно право","Настойник на поставения под пълно запрещение или попечител на поставения под ограничено запрещение съпруг е неговият дееспособен съпруг. Ако няма такъв, родителските права и задължения се упражняват от неговите родители, освен ако те са неизвестни, починали или лишени от тях."
