Name,Content
Наказателно право,"Който продължи, нареди или в нарушение на своите задължения допусне да бъде продължено строителството или друго неземеделско ползване върху земи по предходната алинея, след като строежът и другото ползване са били спрени от надлежните органи по установения ред"
Наказателно право,"изпълнява работа за юридическо лице или едноличен търговец, поиска или приеме дар или каквато и да е облага, която не му се следва, или приеме предложение или обещание за дар или облага, за да извърши или да не извърши действие в нарушение на задълженията си при осъществяване на търговска дейност"
Наказателно право,"при осъществяване на търговска дейност предложи, обещае или даде дар или каквато и да е облага на лице, което изпълнява работа в юридическо лице или при едноличен търговец, за да извърши или да не извърши действие в нарушение на неговите задължения"
Наказателно право,"използува държавна, кооперативна или друга обществена организация, развива частна стопанска дейност в нарушение на установените разпоредби и по този начин получи значителни неправомерни доходи"
Наказателно право,"Търговец, който изпадне в неплатежоспособност и в 30-дневен срок от спиране на плащанията не заяви това пред съда"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност скрие, унищожи, повреди или отчужди безвъзмездно пари, вещи, ценни книжа или други ценности, които могат да послужат за удовлетворяване на неговите кредитори"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност"Наказателно право,"Търговец, който след откриване на производство по несъстоятелност"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност отчужди пари, вещи, ценни книжа или други ценности, които могат да послужат за удовлетворяване на неговите кредитори, когато даденото значително надхвърля полученото и е извършено в противоречие с нормалното водене на стопанската дейност" 
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност опрости или скрие свое вземане"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност признае или поеме по какъвто и да е начин или удовлетвори несъществуващо задължение"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност вземе заем, като знае, че не може да го издължи"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност предостави в кредит принадлежащи му стоки, пари, вещи, ценни книжа или други ценности по начин, противоречащ на нормалното водене на стопанската дейност противозаконно удовлетвори само един или няколко кредитори или ги обезпечи във вреда на останалите кредитори"
Наказателно право,"Търговец, който след откриване на производство по несъстоятелност унищожи, скрие или преправи търговските си книги или документи или ги води в нарушение на закона по начин, който затруднява установяването на активите и пасивите на неговото предприятие или дейност"
Наказателно право,"Който като ръководител или контролен орган нареди или допусне да се произведат недоброкачествени, нестандартни или некомплектни промишлени произведения или произведения, които не отговарят на установените за тях изисквания за качество, тип или белези"
Наказателно право,"в нарушение на служебните си задължения маркира като стандартна или не маркира стока, която не отговаря на съответните изисквания, когато това е задължително"
Наказателно право,"Който като приема селскостопански произведения за сметка на изкупвателна или търговска организация, измами доставчика относно качеството или количеството на тия произведения"
Наказателно право,"Който наруши наредба, издадена против разпространяването или появяването на заразна болест по домашни животни"
Наказателно право,"Продавач, който измами купувач при тегленето или меренето на стока или който си служи с неверни мерки и теглилки"	
Наказателно право,"измами купувач чрез примесване на чужди вещества или влошаване качеството на стоката по друг начин"
Наказателно право,"без съответни лиценз, регистрация или разрешение изнася, внася, трансферира, транспортира, транзитира, извършва брокерска дейност с оръжия или с изделия или технологии с двойна употреба, както и когато такива дейности са осъществени в нарушение на забрани, ограничения или санкции, наложени от Съвета за сигурност на Организацията на обединените нации, от Организацията за сигурност и сътрудничество в Европа или от Европейския съюз, указани в акт на Министерския съвет или произтичащи от международен договор, по който Република България е страна"
Наказателно право,"сам или чрез друг осъществи неправомерно присъединяване към електропреносна или електроразпределителна мрежа, или към газотранспортна, топлопреносна, водоснабдителна или канализационна система, система за пренос на течни горива, или неправомерно въздействие върху уредите за търговско измерване на електрическа енергия, природен газ, течно гориво, топлинна енергия или вода, или отведена отпадъчна вода, с което създаде условия за непълно отчитане на потребените електрическа енергия, природен газ, течно гориво, топлинна енергия или вода, или на отведена отпадъчна вода"
Наказателно право,"без редовно писмено позволително или с редовно позволително, но извън указаните в него места, срокове, количество и дървета сече, събира, добива, взема или извозва от горския фонд каквито и да било дървета или част от тях, включително отсечени или паднали"
Наказателно право,"убие или улови без надлежно разрешение едър дивеч"
Наказателно право,"унищожи или повреди по какъвто и да е начин горски дървета, младеняк, подраст, горска култура или горски разсадник"
Наказателно право,"пренесе през границата на страната стоки без знанието и разрешението на митниците, когато това е извършено чрез използване на документ с невярно съдържание, на чужд, неистински или преправен документ"
Наказателно право,"когато са пренесени силно действуващи или отровни вещества, взривни вещества, оръжие или боеприпаси за огнестрелно оръжие, пиротехнически изделия, ядрен материал, ядрени съоръжения или други източници на йонизиращи лъчения или компоненти, или прекурсори за тях"
Наказателно право,"без надлежно разрешително пренесе през границата на страната наркотични вещества и/или техни аналози, се наказва за високорискови наркотични вещества"
Наказателно право,"изготви неистински или преправи истински парични знаци с курс в страната или в чужбина"
Наказателно право,"изготви неистински или фалшифицира истински парични знаци с курс в страната или в чужбина"
Наказателно право,"за да получи кредит, представи неверни сведения"
Наказателно право,"деклариране на парични средства, благородни метали, скъпоценни камъни и изделия със и от тях, пренасяни през границата на страната"
Наказателно право,"Приготовлението за изпиране на пари или сдружаването с такава цел"
Наказателно право,"избегне установяване или плащане на данъчни задължения в големи размери"
Наказателно право,"избегне установяването или плащането на данъчни задължения в големи размери чрез преобразуването на търговско дружество или друго юридическо лице, чрез извършване на сделка с търговско предприятие или чрез извършване на сделка със свързани лица по смисъла на Данъчно-осигурителния процесуален кодекс"
Наказателно право,"укрие задължителни осигурителни вноски за държавно обществено осигуряване или за здравно осигуряване в големи размери"	
Наказателно право,"чрез използване на документ с невярно съдържание или на неистински или преправен документ получи от държавния бюджет, от бюджета на държавното обществено осигуряване или от бюджета на Националната здравноосигурителна каса неследваща се парична сума в големи размери или даде възможност на друго лице да получи такава сума"
Наказателно право,"Лицензиран оценител, който даде невярна оценка или заключение за стойността на оценявано имущество"
Наказателно право,"придобие или се разпореди за собствена сметка или за сметка на трето лице, пряко или косвено, с финансови инструменти, като противозаконно използва вътрешна информация"
Наказателно право,"употреби сила или заплашване с цел да принуди орган на властта, представител на обществеността, частен съдебен изпълнител или помощник частен съдебен изпълнител да извърши или да пропусне нещо по служба или свързано с функцията му"
Наказателно право,"противозаконно пречи на орган на властта, частен съдебен изпълнител или помощник-частен съдебен изпълнител да изпълни задълженията си"
Наказателно право,"Който държи или носи формено облекло, служебни знаци или надписи в нарушение на Закона за Министерството на вътрешните работи, Закона за отбраната и въоръжените сили на Република България, Закона за изпълнение на наказанията и задържането под стража или Закона за съдебната власт"
Наказателно право,"съзнателно премахне или повреди печат, поставен на законно основание от орган на властта, частен съдебен изпълнител или помощник-частен съдебен изпълнител върху движима или недвижима вещ за знак, че достъпът или разпореждането с нея са ограничени"
Наказателно право,"без съответно разрешение извършва или нареди да бъдат извършени теренни археологически разкопки, геофизически или подводни проучвания, или не по законоустановения ред извършва изкопни работи на територията на недвижима културна ценност или в нейната охранителна зона"
Наказателно право,"фалшифицира произведение на живописта, скулптурата, графиката или археологически предмети или обекти"
Наказателно право,"Длъжностно лице, което наруши или не изпълни служебните си задължения, или превиши властта или правата си с цел да набави за себе си или за другиго облага или да причини другиму вреда"
Наказателно право,"Длъжностно лице, което при наличие на предвидените в нормативен акт условия, необходими за издаване на специално разрешение за осъществяване на определена дейност, откаже или забави извън предвидените по закон срокове неговото издаване"
Наказателно право,"пред орган на властта набеди някого в престъпление, като знае, че е невинен, или представи неистински доказателства срещу него"
Наказателно право,"Длъжностно лице, което при или по повод изпълнение на службата си, само или чрез другиго, извърши противозаконни принудителни действия спрямо обвиняем, свидетел или вещо лице, за да изтръгне признание, показание, заключение или информация от него"
Наказателно право,"спомогне на лице, извършило престъпление, да избегне или да бъде осуетено спрямо него наказателно преследване или да остане ненаказано, без да се е споразумял с това лице, преди да е извършило самото престъпление"
Наказателно право,"Ако деецът е съдия, прокурор, следовател или полицейски орган, разследващ полицай, наказанието е лишаване от свобода"
Наказателно право,"попречи или осуети по какъвто и да е начин изпълнението на съдебно решение или не изпълни заповед за защита от домашното насилие или Европейска заповед за защита"
Наказателно право,"попречи или да осуети изпълнението на съдебно решение унищожи, повреди, укрие или отчужди вещ, за която се отнася това решение"
Наказателно право,"аруши забрана за посещение на спортни мероприятия в страната или в чужбина, в срока на забраната, наложена по реда на Закона за опазване на обществения ред при провеждането на спортни мероприятия, след като е наказан за същото деяние по административен ред"
Наказателно право,"Длъжностно лице, което самоволно освободи или пусне затворник да избяга"	
Наказателно право,"Длъжностно лице, което поиска или приеме дар или каквато и да е облага, която не му се следва, или приеме предложение или обещание за дар или облага, за да извърши или да не извърши действие по служба или загдето е извършило или не е извършило такова действие, се наказва за подкуп"
Наказателно право,"Който предложи, обещае или даде дар или каквато и да е облага на длъжностно лице, за да извърши или да не извърши действие по служба или загдето е извършило или не е извършило такова действие"
Наказателно право,"Който предложи, обещае или даде подкуп на длъжностно лице, което заема отговорно служебно положение, включително съдия, съдебен заседател, прокурор или следовател, или на полицейски орган, или на разследващ полицай, се наказва с лишаване от свобода"
Наказателно право,"обещае, предложи или даде на другиго облага, която не му се следва, за да повлияе или загдето е повлиял на развитието или резултата от спортно състезание, администрирано от спортна организация"
Наказателно право,"състави неистински официален документ или преправи съдържанието на официален документ с цел да бъде използуван"
Наказателно право,"неистински официален документ или преправи съдържанието са удостоверения за наследници или актове за гражданско състояние, нотариални актове или нотариални удостоверявания, български или чуждестранни документи за самоличност, документи за завършено образование или за придобита квалификация, свидетелства за управление на превозни средства, за регистрация на превозни средства, визови стикери, други документи, удостоверяващи прехвърляне или учредяване на право на собственост или на други вещни права, правоспособност, лични или регистрационни данни"
Наказателно право,"сам или чрез другиго състави неистински частен документ или преправи съдържанието на частен документ и го употреби, за да докаже, че съществува или не съществува или че е прекратено или изменено някое право или задължение, или някое правно отношение, се наказва за подправка на документ"
Наказателно право,"Длъжностно лице, което в кръга на службата си състави официален документ, в който удостовери неверни обстоятелства или изявления, с цел да бъде използуван тоя документ като доказателство за тия обстоятелства или изявления"
Наказателно право,"Лекар, който снабди някого с лъжливо свидетелство за състоянието на здравето му, когато не действува като длъжностно лице"
Наказателно право,"ветеринарен лекар, който издаде документ с невярно съдържание за здравословното състояние на животно"
Наказателно право,"потвърди неистина или затаи истина в писмена декларация или съобщение, изпратено по електронен път, които по силата на закон, указ или постановление на Министерския съвет се дават пред орган на властта за удостоверяване истинността на някои обстоятелства"
Наказателно право,"неправомерно осъществи достъп до информационна система или части от нея"
Наказателно право,"неправомерно добави, копира, използва, промени, пренесе, изтрие, повреди, влоши, скрие, унищожи компютърни данни в информационна система или спре достъпа до такива данни"
Наказателно право,"въведе компютърен вирус в информационна система или компютърна мрежа"
Наказателно право,"създава, набавя за себе си или за другиго, внася или по друг начин разпространява компютърни програми, пароли, кодове или други подобни данни за достъп до информационна система или част от нея с цел да се извърши престъпление"
Наказателно право,"участва в ръководството на организация или група, която чрез използване сила или внушаване на страх сключва сделки или извлича облаги"
Наказателно право,"не попречи на извършването на очевидно тежко престъпление, ако е могъл да стори това без значително затруднение и без опасност за себе си или за другиго"
Наказателно право,"построи сграда върху обработваема земя, земеделска земя или пасище, без да има право на това"
Наказателно право,"упражнява професия или занаят, без да има съответна правоспособност"
Наказателно право,"извърши непристойни действия, грубо нарушаващи обществения ред и изразяващи явно неуважение към обществото"
Наказателно право,"съпротива срещу орган на властта или представител на обществеността, изпълняващ задължения по опазване на обществения ред"
Наказателно право,"организира или участва в провеждането на боеве с животни, отглежда, тренира или предоставя животни за боеве"
Наказателно право,"жестокост към гръбначно животно, му причини противозаконно смърт, тежко или трайно увреждане"
Наказателно право,"достатъчно грижи за гръбначно животно, което се намира под негов надзор, в резултат на което то причини средна или тежка телесна повреда на човек"
Наказателно право,"запали сграда, инвентар, стоки, земеделски или други произведения, гора, машини, рудник или друго имущество със значителна стойност"
Наказателно право,"по непредпазливост запали чужд имот"
Наказателно право,"причини наводнение и с това изложи на опасност живота или имота на другиго"
Наказателно право,"използва взривно вещество, радиоактивен материал, биологично, химично или ядрено оръжие или друго ядрено съоръжение във въздухоплавателно средство срещу, или на кораб, или на неподвижна платформа, разположена върху континенталния шелф"
Наказателно право,"изпусне, излее, изхвърли или разтоварва от въздухоплавателно средство, от кораб или от неподвижна платформа, разположена върху континенталния шелф, взривно вещество, радиоактивен материал, биологично, химично или ядрено оръжие или друго ядрено съоръжение"
Наказателно право,"придобие по какъвто и да е начин, държи или предаде другиму взривни вещества, огнестрелни, химически, биологични или ядрени оръжия, боеприпаси за огнестрелни оръжия или пиротехнически изделия, без да има разрешение"
Наказателно право,"повреди подвижен железопътен състав или железен път, въздухоплавателно средство, автомобил, електротранспортно средство (тролейбус, трамвай и други такива, предназначени за масов превоз) или съоръжения, или принадлежности към тях, тунел, мост или подпорна стена по пътищата, или повреди или допусне да се повреди, заседне или потъне кораб и с това създаде опасност за живота на другиго или за значително повреждане на чужд имот"
Наказателно право,"постави във въздухоплавателно средство устройство или вещество, което може да го разруши или да му причини повреда, която го прави негодно за полет или създава опасност за сигурността му в полет"
Наказателно право,"Който незаконно завладее въздухоплавателно средство, намиращо се на земята или в полет, или кораб, намиращ се в морските пространства или във вътрешните водни пътища на Република България или в открито море, или на неподвижна платформа, разположена върху континенталния шелф, или установи контрол върху такива средства"
Наказателно право,"управлява моторно превозно средство с концентрация на алкохол в кръвта си над 1,2 "
Наказателно право,"управлява моторно превозно средство след употреба на наркотични вещества или техни аналози"
Наказателно право,"управлява моторно превозно средство в срока на изтърпяване на наказанието лишаване от право да управлява моторно превозно средство, след като е наказан за същото деяние"
Наказателно право,"ойто си служи с табела с регистрационен номер, издадена за друго моторно превозно средство, или с табела, неиздадена от съответните органи"
Наказателно право,"противозаконно отнеме чуждо моторно превозно средство от владението на другиго без негово съгласие"
Наказателно право,"противозаконно проникне в чуждо моторно превозно средство без съгласието на собственика"
Наказателно право,"повреди телеграфна, телефонна или телеписна уредба или линия, телевизионна или радиоуредба или електрификационна уредба или линия и с това прекъсне или попречи на съобщенията"
Наказателно право,"наруши правила, установени за вземане и предоставяне на човешки органи или тъкани за трансплантация"
Наказателно право,"замърсява или допуска да се замърсят почвата, въздухът, водни течения, басейни, подземни води, териториалните или вътрешните морски води или морски води в зони, определени с международно съглашение, в което участва Република България, и с това ги направи опасни за хора или животни и растения или негодни за използването им за културно-битови, здравни, земеделски и други стопански цели"
Наказателно право,"разгласи информация, представляваща държавна тайна, която му е била поверена или станала известна по служба или работа, както и този, който разгласи такава информация"
Наказателно право,"Защита при задържане от полицията и прокуратурата"
Наказателно право,"Защита в досъдебно и/или съдебно наказателно производство"
Наказателно право,"Защита при налагане на мярка за неотклонение"
Наказателно право,"Изготвяне на жалби до полицията, следствие, прокуратура"
Наказателно право,"Изготвяне на жалба до следствие, прокуратура"
Наказателно право,"Изготвяне на жалба до прокуратура"
Наказателно право,"Задържаха ме в полицията"
Наказателно право,"Задържаха синът ми в полицията"
Наказателно право,"Задържаха мъжът ми в полицията"
Наказателно право,"Катастрофа с жертва"
Наказателно право,"арест"
Наказателно право,"пиян с 1.2, промила алкохол"
Наказателно право,"пиян с 1.3, промила алкохол"
Наказателно право,"пиян с 1.4, промила алкохол"
Наказателно право,"пиян с 1.5, промила алкохол"
Наказателно право,"пиян с 1.6, промила алкохол"
Наказателно право,"пиян с 1.7, промила алкохол"
Наказателно право,"пиян с 1.8, промила алкохол"
Наказателно право,"пиян с 1.9, промила алкохол"
Наказателно право,"пиян с 2, промила алкохол"
Наказателно право,"пиян с над 2, промила алкохол"
Наказателно право,"пиян с 2.1, промила алкохол"
Наказателно право,"пиян с над 1.2, 2.0, промила алкохол"
Наказателно право,"карах пил с над 1.2, 2.0, промила"
Наказателно право,"карах пиян с над 1.2, 2.0, промила"
Наказателно право,"алкохол над 1.2, 2.0, промила"
Наказателно право,"алкохол в кръвта над 1.2, 2.0, промила"
Наказателно право,"арестуваха мой близък"
Наказателно право,"средна телесна повреда"
Наказателно право,"тежка телесна повреда"
Наказателно право,"смърт"
Наказателно право,"убийство"
Наказателно право,"побой"
Наказателно право,"системно следене предизвиква страх за живота или здравето му, или за живота или здравето на негови ближни, ако извършеното не съставлява по-тежко престъпление, се наказва с лишаване от свобода до една година или пробация."
Наказателно право,"Отвличане и противозаконно лишаване от свобода"
Наказателно право,"побой в условията на домашно насилие"
Наказателно право,"телесна повреда в следствие на домашно насилие"
Наказателно право,"Телесната повреда е тежка, ако е причинено: продължително разстройство на съзнанието; постоянна слепота с едното или с двете очи; постоянна глухота; загуба на речта; детеродна неспособност; обезобразяване, което причинява завинаги разстройство на речта или на сетивен орган; загуба на единия бъбрек, слезката или на крило на белия дроб; загуба или осакатяване на крак или ръка; постоянно общо разстройство на здравето, опасно за живота."
Наказателно право,"Който причини другиму тежка телесна повреда се наказва с лишаване от свобода от три до десет години."
Наказателно право,"Телесната повреда е средна, ако е причинено: трайно отслабване на зрението или слуха; трайно затрудняване на речта, на движението на крайниците, снагата или врата, на функциите на половите органи без причиняване на детеродна неспособност; счупване на челюст или избиване на зъби, без които се затруднява дъвченето или говоренето; обезобразяване на лицето или на други части от тялото; постоянно разстройство на здравето, неопасно за живота, или разстройство на здравето, временно опасно за живота; наранявания, които проникват в черепната, гръдната и коремната кухина."
Наказателно право," Който причини другиму средна телесна повреда, се наказва с лишаване от свобода до шест години."
Наказателно право,"При първоначално задържане до 24 часа по реда на чл. 72 от ЗМВР  (незабавно съдебно оспорване на заповедта за задържане)"
Наказателно право,"Производтсво по вземане на мярка за неотклонение (задържане под стража, домашен арест, гаранция, подписка)"
Наказателно право,"По време на досъдебното производство (при извършване на следствени действия – разпит, претърсване и иземване, разпознаване, оглед, освидетелстване и други)"
Наказателно право,"По време на първоинстанционно производство (независимо дали сте пострадал или подсъдим)"
Наказателно право,"При водене на преговори с цел постигане на адекватно за телесното увреждане обезщетение на пострадали от ПТП лица"
Наказателно право,"Изготвяне на тъжби при престъпления от частен характер"
Наказателно право,"Изготвяне на граждански искове в наказателното производство и конституиране като частен обвинител"
Наказателно право,"Съдействие при вече приключило наказатело производство – изготвяне и представителство при производство по възобновяване на наказателни дела"
Наказателно право,"Предсрочно условно освобождаване (изготвяне на искане и представителство пред съда)"
Наказателно право,"Кумулация на наказания (изготвяне и представителство пред съд в процедура по определяне на едно наказание при повече от едно осъждане)"
Наказателно право,"Помилване (изготвяне на искане до Президента)"
Наказателно право,"Реабилитация (изготвяне на молба и представителство по нея), искам да се реабилитирам"
